160002,0.0253,Annual,2016/1/14,2021/1/14,0.9811,100.7462,100.1725,0.0249
140013,0.0402,Annual,2014/7/3,2021/7/3,1.0452,110.1422,107.0888,0.025556
140006,0.0433,Annual,2014/4/3,2021/4/3,1.056,108.4399,108.4043,0.025172
140024,0.037,Annual,2014/10/23,2021/10/23,1.0325,107.2292,105.5511,0.026097
110024,0.0357,SemiAnnual,2011/11/17,2021/11/17,1.0271,106.2988,104.9159,0.02622
110015,0.0399,SemiAnnual,2011/6/16,2021/6/16,1.0435,108.1923,106.9713,0.025479
100041,0.0377,SemiAnnual,2010/12/16,2020/12/16,1.0305,106.827,105.6733,0.024815
060019,0.0327,SemiAnnual,2006/11/15,2021/11/15,1.0128,104.6467,103.3621,0.02621
050012,0.0365,SemiAnnual,2005/11/15,2020/11/15,1.0253,106.5315,105.0976,0.024721
