2016-09-21,6M,3.13120
2016-09-21,6Y,3.83350
2016-09-21,7D,2.87530
2016-09-21,7Y,3.91300
2016-09-21,8Y,3.92410
2016-09-21,9M,3.14040
2016-09-21,9Y,3.99780
2016-09-20,0D,2.77790
2016-09-20,10Y,4.05970
2016-09-20,14D,2.89960
2016-09-20,1M,3.04830
2016-09-20,1Y,3.12260
2016-09-20,2M,3.07540
2016-09-20,2Y,3.27290
2016-09-20,3M,3.08010
2016-09-20,3Y,3.28740
2016-09-20,4Y,3.53570
2016-09-20,5Y,3.58050
2016-09-20,6M,3.11480
2016-09-20,6Y,3.82930
2016-09-20,7D,2.82030
2016-09-20,7Y,3.90880
2016-09-20,8Y,3.91990
2016-09-20,9M,3.12150
2016-09-20,9Y,4.00510
2016-09-19,0D,2.72290
2016-09-19,10Y,4.05390
2016-09-19,14D,2.84050
2016-09-19,1M,2.95600
2016-09-19,1Y,3.10510
2016-09-19,2M,2.99870
2016-09-19,2Y,3.24740
2016-09-19,3M,3.00010
2016-09-19,3Y,3.29850
2016-09-19,4Y,3.53090
2016-09-19,5Y,3.60260
2016-09-19,6M,3.07080
2016-09-19,6Y,3.82410
2016-09-19,7D,2.76730
2016-09-19,7Y,3.90360
2016-09-19,8Y,3.91470
2016-09-19,9M,3.10190
2016-09-19,9Y,3.99990
2016-09-18,0D,2.73890
2016-09-18,10Y,4.06140
2016-09-18,14D,2.85420
2016-09-18,1M,2.92660
2016-09-18,1Y,3.07510
2016-09-18,2M,2.96390
2016-09-18,2Y,3.24470
2016-09-18,3M,2.98470
2016-09-18,3Y,3.29500
2016-09-18,4Y,3.55500
2016-09-18,5Y,3.64090
2016-09-18,6M,3.03180
2016-09-18,6Y,3.84200
2016-09-18,7D,2.76430
2016-09-18,7Y,3.92150
2016-09-18,8Y,3.93260
2016-09-18,9M,3.06860
2016-09-18,9Y,4.01780
2016-09-14,0D,2.72690
2016-09-14,10Y,4.05270
2016-09-14,14D,2.86600
2016-09-14,1M,2.95740
2016-09-14,1Y,3.06900
2016-09-14,2M,2.97140
2016-09-14,2Y,3.24810
2016-09-14,3M,2.98220
2016-09-14,3Y,3.29780
2016-09-14,4Y,3.55780
2016-09-14,5Y,3.64960
2016-09-14,6M,3.05090
2016-09-14,6Y,3.83880
2016-09-14,7D,2.76230
2016-09-14,7Y,3.91830
2016-09-14,8Y,3.92940
2016-09-14,9M,3.05300
2016-09-14,9Y,4.01460
2016-09-12,0D,2.69390
2016-09-12,10Y,4.07790
2016-09-12,14D,2.72530
2016-09-12,1M,2.93100
2016-09-12,1Y,3.07510
2016-09-12,2M,2.93980
2016-09-12,2Y,3.27990
2016-09-12,3M,2.95320
